CUID,Species,Year,LGL counts,Total run,Region
219,Pink (Even),2017,NA,NA,Nass
219,Pink (Even),2018,351319,390107,Nass
219,Pink (Even),2019,NA,NA,Nass
219,Pink (Even),2020,3695116,4003914,Nass
219,Pink (Even),2021,NA,NA,Nass
219,Pink (Even),2022,6047266,6940451,Nass
401,Chinook,1950,NA,NA,Nass
401,Chinook,1951,NA,NA,Nass
401,Chinook,1952,NA,NA,Nass
401,Chinook,1953,NA,NA,Nass
401,Chinook,1954,NA,NA,Nass
401,Chinook,1955,NA,NA,Nass
401,Chinook,1956,NA,NA,Nass
401,Chinook,1957,NA,NA,Nass
401,Chinook,1958,NA,NA,Nass
401,Chinook,1959,NA,NA,Nass
401,Chinook,1960,NA,NA,Nass
401,Chinook,1961,NA,NA,Nass
401,Chinook,1962,NA,NA,Nass
401,Chinook,1963,NA,NA,Nass
401,Chinook,1964,NA,NA,Nass
401,Chinook,1965,NA,NA,Nass
401,Chinook,1966,NA,NA,Nass
401,Chinook,1967,NA,NA,Nass
401,Chinook,1968,NA,NA,Nass
401,Chinook,1969,NA,NA,Nass
401,Chinook,1970,NA,NA,Nass
401,Chinook,1971,NA,NA,Nass
401,Chinook,1972,NA,NA,Nass
401,Chinook,1973,NA,NA,Nass
401,Chinook,1974,NA,NA,Nass
401,Chinook,1975,NA,NA,Nass
401,Chinook,1976,NA,NA,Nass
401,Chinook,1977,NA,NA,Nass
401,Chinook,1978,NA,NA,Nass
401,Chinook,1979,NA,NA,Nass
401,Chinook,1980,NA,NA,Nass
401,Chinook,1981,NA,NA,Nass
401,Chinook,1982,NA,NA,Nass
401,Chinook,1983,NA,NA,Nass
401,Chinook,1984,NA,NA,Nass
401,Chinook,1985,NA,NA,Nass
401,Chinook,1986,2138,2709,Nass
401,Chinook,1987,1930,2448,Nass
401,Chinook,1988,1503,1906,Nass
401,Chinook,1989,1068,1354,Nass
401,Chinook,1990,2460,3117,Nass
401,Chinook,1991,1019,1523,Nass
401,Chinook,1992,908,1609,Nass
401,Chinook,1993,1039,1711,Nass
401,Chinook,1994,3703,5952,Nass
401,Chinook,1995,973,1948,Nass
401,Chinook,1996,1108,1910,Nass
401,Chinook,1997,1635,2772,Nass
401,Chinook,1998,1462,2617,Nass
401,Chinook,1999,982,2076,Nass
401,Chinook,2000,1302,1958,Nass
401,Chinook,2001,4011,5220,Nass
401,Chinook,2002,1452,2465,Nass
401,Chinook,2003,2425,3483,Nass
401,Chinook,2004,1691,2888,Nass
401,Chinook,2005,1865,2835,Nass
401,Chinook,2006,4467,6107,Nass
401,Chinook,2007,2828,3848,Nass
401,Chinook,2008,2508,3166,Nass
401,Chinook,2009,3350,4022,Nass
401,Chinook,2010,2348,2869,Nass
401,Chinook,2011,1226,1921,Nass
401,Chinook,2012,1110,1585,Nass
401,Chinook,2013,1023,1505,Nass
401,Chinook,2014,1470,2254,Nass
401,Chinook,2015,2333,3329,Nass
401,Chinook,2016,1154,1838,Nass
401,Chinook,2017,565,1061,Nass
401,Chinook,2018,1849,2398,Nass
401,Chinook,2019,1340,1961,Nass
401,Chinook,2020,2049,2672,Nass
401,Chinook,2021,1492,2103,Nass
401,Chinook,2022,4800,5777,Nass
402,Chinook,1950,NA,NA,Nass
402,Chinook,1951,NA,NA,Nass
402,Chinook,1952,NA,NA,Nass
402,Chinook,1953,NA,NA,Nass
402,Chinook,1954,NA,NA,Nass
402,Chinook,1955,NA,NA,Nass
402,Chinook,1956,NA,NA,Nass
402,Chinook,1957,NA,NA,Nass
402,Chinook,1958,NA,NA,Nass
402,Chinook,1959,NA,NA,Nass
402,Chinook,1960,NA,NA,Nass
402,Chinook,1961,NA,NA,Nass
402,Chinook,1962,NA,NA,Nass
402,Chinook,1963,NA,NA,Nass
402,Chinook,1964,NA,NA,Nass
402,Chinook,1965,NA,NA,Nass
402,Chinook,1966,NA,NA,Nass
402,Chinook,1967,NA,NA,Nass
402,Chinook,1968,NA,NA,Nass
402,Chinook,1969,NA,NA,Nass
402,Chinook,1970,NA,NA,Nass
402,Chinook,1971,NA,NA,Nass
402,Chinook,1972,NA,NA,Nass
402,Chinook,1973,NA,NA,Nass
402,Chinook,1974,NA,NA,Nass
402,Chinook,1975,NA,NA,Nass
402,Chinook,1976,NA,NA,Nass
402,Chinook,1977,NA,NA,Nass
402,Chinook,1978,NA,NA,Nass
402,Chinook,1979,NA,NA,Nass
402,Chinook,1980,NA,NA,Nass
402,Chinook,1981,NA,NA,Nass
402,Chinook,1982,NA,NA,Nass
402,Chinook,1983,NA,NA,Nass
402,Chinook,1984,NA,NA,Nass
402,Chinook,1985,NA,NA,Nass
402,Chinook,1986,36523,48017,Nass
402,Chinook,1987,19540,25699,Nass
402,Chinook,1988,15345,20182,Nass
402,Chinook,1989,28133,36997,Nass
402,Chinook,1990,24051,31608,Nass
402,Chinook,1991,6907,11149,Nass
402,Chinook,1992,16808,35292,Nass
402,Chinook,1993,24814,45797,Nass
402,Chinook,1994,21169,38284,Nass
402,Chinook,1995,7844,20292,Nass
402,Chinook,1996,21842,41544,Nass
402,Chinook,1997,18702,35014,Nass
402,Chinook,1998,23213,45149,Nass
402,Chinook,1999,11544,28070,Nass
402,Chinook,2000,18047,32154,Nass
402,Chinook,2001,28329,44133,Nass
402,Chinook,2002,13352,26833,Nass
402,Chinook,2003,25848,41868,Nass
402,Chinook,2004,15185,30350,Nass
402,Chinook,2005,13706,24969,Nass
402,Chinook,2006,23594,38097,Nass
402,Chinook,2007,22136,36291,Nass
402,Chinook,2008,19630,27095,Nass
402,Chinook,2009,26226,35799,Nass
402,Chinook,2010,18381,24992,Nass
402,Chinook,2011,9600,17649,Nass
402,Chinook,2012,8688,15068,Nass
402,Chinook,2013,8011,14717,Nass
402,Chinook,2014,11509,21556,Nass
402,Chinook,2015,18262,31154,Nass
402,Chinook,2016,9037,17175,Nass
402,Chinook,2017,4419,10428,Nass
402,Chinook,2018,14470,21092,Nass
402,Chinook,2019,10493,18871,Nass
402,Chinook,2020,12266,18955,Nass
402,Chinook,2021,11250,17996,Nass
402,Chinook,2022,13404,17730,Nass
404,Chum,1950,NA,NA,Nass
404,Chum,1951,NA,NA,Nass
404,Chum,1952,NA,NA,Nass
404,Chum,1953,NA,NA,Nass
404,Chum,1954,21170,38229,Nass
404,Chum,1955,4218,7523,Nass
404,Chum,1956,17807,45024,Nass
404,Chum,1957,32417,68376,Nass
404,Chum,1958,22328,42027,Nass
404,Chum,1959,15014,26386,Nass
404,Chum,1960,16567,27943,Nass
404,Chum,1961,21161,35429,Nass
404,Chum,1962,61409,88326,Nass
404,Chum,1963,40165,51668,Nass
404,Chum,1964,75517,113589,Nass
404,Chum,1965,22310,40282,Nass
404,Chum,1966,33194,52367,Nass
404,Chum,1967,23134,52898,Nass
404,Chum,1968,44180,78252,Nass
404,Chum,1969,26555,45592,Nass
404,Chum,1970,34742,54885,Nass
404,Chum,1971,21402,32981,Nass
404,Chum,1972,63021,99367,Nass
404,Chum,1973,45246,65290,Nass
404,Chum,1974,51441,87797,Nass
404,Chum,1975,20638,28859,Nass
404,Chum,1976,22623,30497,Nass
404,Chum,1977,40072,91505,Nass
404,Chum,1978,35712,66608,Nass
404,Chum,1979,11150,18528,Nass
404,Chum,1980,20811,37265,Nass
404,Chum,1981,7039,12657,Nass
404,Chum,1982,11783,20444,Nass
404,Chum,1983,16067,37232,Nass
404,Chum,1984,32134,78951,Nass
404,Chum,1985,33707,57504,Nass
404,Chum,1986,5891,11724,Nass
404,Chum,1987,11553,20789,Nass
404,Chum,1988,42233,60941,Nass
404,Chum,1989,12755,27027,Nass
404,Chum,1990,7108,12915,Nass
404,Chum,1991,19013,44552,Nass
404,Chum,1992,11055,24860,Nass
404,Chum,1993,27208,89393,Nass
404,Chum,1994,16680,28006,Nass
404,Chum,1995,13401,26838,Nass
404,Chum,1996,9681,18610,Nass
404,Chum,1997,12576,18116,Nass
404,Chum,1998,63836,88797,Nass
404,Chum,1999,18074,38710,Nass
404,Chum,2000,16633,25594,Nass
404,Chum,2001,17916,24078,Nass
404,Chum,2002,15708,21252,Nass
404,Chum,2003,8038,10867,Nass
404,Chum,2004,38560,50526,Nass
404,Chum,2005,20263,25480,Nass
404,Chum,2006,22443,27370,Nass
404,Chum,2007,17976,22631,Nass
404,Chum,2008,20751,24559,Nass
404,Chum,2009,13983,17270,Nass
404,Chum,2010,8234,9762,Nass
404,Chum,2011,9734,11376,Nass
404,Chum,2012,13985,16717,Nass
404,Chum,2013,10579,12868,Nass
404,Chum,2014,13311,16070,Nass
404,Chum,2015,79501,101182,Nass
404,Chum,2016,4688,5467,Nass
404,Chum,2017,NA,NA,Nass
404,Chum,2018,17544,19124,Nass
404,Chum,2019,65741,75207,Nass
404,Chum,2020,NA,NA,Nass
404,Chum,2021,NA,NA,Nass
404,Chum,2022,NA,NA,Nass
405,Chum,1950,NA,NA,Nass
405,Chum,1951,NA,NA,Nass
405,Chum,1952,NA,NA,Nass
405,Chum,1953,NA,NA,Nass
405,Chum,1954,NA,NA,Nass
405,Chum,1955,NA,NA,Nass
405,Chum,1956,NA,NA,Nass
405,Chum,1957,NA,NA,Nass
405,Chum,1958,67749,127522,Nass
405,Chum,1959,149049,261939,Nass
405,Chum,1960,94849,159979,Nass
405,Chum,1961,203248,340284,Nass
405,Chum,1962,NA,NA,Nass
405,Chum,1963,54200,69722,Nass
405,Chum,1964,406496,611433,Nass
405,Chum,1965,54200,97860,Nass
405,Chum,1966,203248,320647,Nass
405,Chum,1967,203248,464743,Nass
405,Chum,1968,6775,12000,Nass
405,Chum,1969,NA,NA,Nass
405,Chum,1970,20325,32108,Nass
405,Chum,1971,NA,NA,Nass
405,Chum,1972,NA,NA,Nass
405,Chum,1973,NA,NA,Nass
405,Chum,1974,2710,4625,Nass
405,Chum,1975,NA,NA,Nass
405,Chum,1976,13550,18266,Nass
405,Chum,1977,NA,NA,Nass
405,Chum,1978,NA,NA,Nass
405,Chum,1979,NA,NA,Nass
405,Chum,1980,NA,NA,Nass
405,Chum,1981,2710,4873,Nass
405,Chum,1982,6775,11755,Nass
405,Chum,1983,5420,12560,Nass
405,Chum,1984,NA,NA,Nass
405,Chum,1985,NA,NA,Nass
405,Chum,1986,NA,NA,Nass
405,Chum,1987,6775,12191,Nass
405,Chum,1988,27100,39104,Nass
405,Chum,1989,5420,11485,Nass
405,Chum,1990,5420,9847,Nass
405,Chum,1991,5420,12700,Nass
405,Chum,1992,NA,NA,Nass
405,Chum,1993,NA,NA,Nass
405,Chum,1994,NA,NA,Nass
405,Chum,1995,NA,NA,Nass
405,Chum,1996,NA,NA,Nass
405,Chum,1997,NA,NA,Nass
405,Chum,1998,NA,NA,Nass
405,Chum,1999,NA,NA,Nass
405,Chum,2000,NA,NA,Nass
405,Chum,2001,NA,NA,Nass
405,Chum,2002,NA,NA,Nass
405,Chum,2003,NA,NA,Nass
405,Chum,2004,NA,NA,Nass
405,Chum,2005,18970,23854,Nass
405,Chum,2006,NA,NA,Nass
405,Chum,2007,NA,NA,Nass
405,Chum,2008,NA,NA,Nass
405,Chum,2009,13821,17070,Nass
405,Chum,2010,18428,21847,Nass
405,Chum,2011,21680,25335,Nass
405,Chum,2012,8672,10366,Nass
405,Chum,2013,5420,6593,Nass
405,Chum,2014,6775,8179,Nass
405,Chum,2015,24661,31386,Nass
405,Chum,2016,21951,25597,Nass
405,Chum,2017,NA,NA,Nass
405,Chum,2018,NA,NA,Nass
405,Chum,2019,NA,NA,Nass
405,Chum,2020,NA,NA,Nass
405,Chum,2021,NA,NA,Nass
405,Chum,2022,NA,NA,Nass
406,Chum,1950,NA,NA,Nass
406,Chum,1951,NA,NA,Nass
406,Chum,1952,NA,NA,Nass
406,Chum,1953,NA,NA,Nass
406,Chum,1954,15177,27407,Nass
406,Chum,1955,7630,13610,Nass
406,Chum,1956,37119,93851,Nass
406,Chum,1957,56252,118652,Nass
406,Chum,1958,61534,115824,Nass
406,Chum,1959,191176,335973,Nass
406,Chum,1960,57023,96180,Nass
406,Chum,1961,92384,154672,Nass
406,Chum,1962,6537,9402,Nass
406,Chum,1963,51635,66422,Nass
406,Chum,1964,50879,76530,Nass
406,Chum,1965,21776,39318,Nass
406,Chum,1966,14847,23424,Nass
406,Chum,1967,13717,31364,Nass
406,Chum,1968,24348,43126,Nass
406,Chum,1969,9898,16994,Nass
406,Chum,1970,14353,22674,Nass
406,Chum,1971,16992,26185,Nass
406,Chum,1972,47017,74133,Nass
406,Chum,1973,50375,72691,Nass
406,Chum,1974,136927,233698,Nass
406,Chum,1975,27706,38744,Nass
406,Chum,1976,70351,94837,Nass
406,Chum,1977,52443,119753,Nass
406,Chum,1978,58359,108848,Nass
406,Chum,1979,50937,84645,Nass
406,Chum,1980,53767,96278,Nass
406,Chum,1981,15721,28269,Nass
406,Chum,1982,18622,32311,Nass
406,Chum,1983,47754,110659,Nass
406,Chum,1984,56126,137897,Nass
406,Chum,1985,38912,66385,Nass
406,Chum,1986,42254,84086,Nass
406,Chum,1987,35574,64012,Nass
406,Chum,1988,28564,41217,Nass
406,Chum,1989,40028,84818,Nass
406,Chum,1990,41016,74519,Nass
406,Chum,1991,26710,62589,Nass
406,Chum,1992,28063,63106,Nass
406,Chum,1993,98281,322911,Nass
406,Chum,1994,73816,123937,Nass
406,Chum,1995,49051,98234,Nass
406,Chum,1996,25500,49019,Nass
406,Chum,1997,22454,32347,Nass
406,Chum,1998,153858,214020,Nass
406,Chum,1999,35179,75346,Nass
406,Chum,2000,18461,28406,Nass
406,Chum,2001,30223,40619,Nass
406,Chum,2002,14674,19853,Nass
406,Chum,2003,64199,86800,Nass
406,Chum,2004,49012,64222,Nass
406,Chum,2005,29866,37556,Nass
406,Chum,2006,51107,62326,Nass
406,Chum,2007,10946,13780,Nass
406,Chum,2008,3038,3596,Nass
406,Chum,2009,20071,24790,Nass
406,Chum,2010,8383,9938,Nass
406,Chum,2011,6181,7224,Nass
406,Chum,2012,15592,18638,Nass
406,Chum,2013,14364,17471,Nass
406,Chum,2014,20326,24540,Nass
406,Chum,2015,39939,50830,Nass
406,Chum,2016,17432,20328,Nass
406,Chum,2017,22780,24564,Nass
406,Chum,2018,48227,52568,Nass
406,Chum,2019,24181,27663,Nass
406,Chum,2020,101611,110691,Nass
406,Chum,2021,118172,138617,Nass
406,Chum,2022,97478,110999,Nass
408,Coho,1950,NA,NA,Nass
408,Coho,1951,NA,NA,Nass
408,Coho,1952,NA,NA,Nass
408,Coho,1953,NA,NA,Nass
408,Coho,1954,NA,NA,Nass
408,Coho,1955,NA,NA,Nass
408,Coho,1956,NA,NA,Nass
408,Coho,1957,NA,NA,Nass
408,Coho,1958,NA,NA,Nass
408,Coho,1959,NA,NA,Nass
408,Coho,1960,NA,NA,Nass
408,Coho,1961,NA,NA,Nass
408,Coho,1962,NA,NA,Nass
408,Coho,1963,NA,NA,Nass
408,Coho,1964,NA,NA,Nass
408,Coho,1965,NA,NA,Nass
408,Coho,1966,NA,NA,Nass
408,Coho,1967,NA,NA,Nass
408,Coho,1968,NA,NA,Nass
408,Coho,1969,NA,NA,Nass
408,Coho,1970,NA,NA,Nass
408,Coho,1971,NA,NA,Nass
408,Coho,1972,NA,NA,Nass
408,Coho,1973,NA,NA,Nass
408,Coho,1974,NA,NA,Nass
408,Coho,1975,NA,NA,Nass
408,Coho,1976,NA,NA,Nass
408,Coho,1977,NA,NA,Nass
408,Coho,1978,NA,NA,Nass
408,Coho,1979,NA,NA,Nass
408,Coho,1980,NA,NA,Nass
408,Coho,1981,NA,NA,Nass
408,Coho,1982,NA,NA,Nass
408,Coho,1983,NA,NA,Nass
408,Coho,1984,NA,NA,Nass
408,Coho,1985,NA,NA,Nass
408,Coho,1986,NA,NA,Nass
408,Coho,1987,NA,NA,Nass
408,Coho,1988,NA,NA,Nass
408,Coho,1989,NA,NA,Nass
408,Coho,1990,NA,NA,Nass
408,Coho,1991,NA,NA,Nass
408,Coho,1992,18527,51651,Nass
408,Coho,1993,12438,34091,Nass
408,Coho,1994,30099,110061,Nass
408,Coho,1995,10930,34855,Nass
408,Coho,1996,12553,32752,Nass
408,Coho,1997,5714,12612,Nass
408,Coho,1998,11717,22340,Nass
408,Coho,1999,16533,33096,Nass
408,Coho,2000,5885,12490,Nass
408,Coho,2001,67395,144422,Nass
408,Coho,2002,68045,87573,Nass
408,Coho,2003,49829,91978,Nass
408,Coho,2004,22542,50525,Nass
408,Coho,2005,32219,74967,Nass
408,Coho,2006,22162,42153,Nass
408,Coho,2007,51738,102208,Nass
408,Coho,2008,18847,31588,Nass
408,Coho,2009,79443,121407,Nass
408,Coho,2010,35227,65473,Nass
408,Coho,2011,5399,11498,Nass
408,Coho,2012,26248,58102,Nass
408,Coho,2013,166029,410315,Nass
408,Coho,2014,89279,169855,Nass
408,Coho,2015,6090,26904,Nass
408,Coho,2016,23700,65592,Nass
408,Coho,2017,71388,137606,Nass
408,Coho,2018,8498,17288,Nass
408,Coho,2019,24509,40165,Nass
408,Coho,2020,15914,37950,Nass
408,Coho,2021,28610,58953,Nass
408,Coho,2022,109238,190668,Nass
409,Coho,1950,NA,NA,Nass
409,Coho,1951,NA,NA,Nass
409,Coho,1952,NA,NA,Nass
409,Coho,1953,NA,NA,Nass
409,Coho,1954,NA,NA,Nass
409,Coho,1955,NA,NA,Nass
409,Coho,1956,NA,NA,Nass
409,Coho,1957,NA,NA,Nass
409,Coho,1958,NA,NA,Nass
409,Coho,1959,NA,NA,Nass
409,Coho,1960,NA,NA,Nass
409,Coho,1961,NA,NA,Nass
409,Coho,1962,NA,NA,Nass
409,Coho,1963,NA,NA,Nass
409,Coho,1964,NA,NA,Nass
409,Coho,1965,NA,NA,Nass
409,Coho,1966,NA,NA,Nass
409,Coho,1967,NA,NA,Nass
409,Coho,1968,NA,NA,Nass
409,Coho,1969,NA,NA,Nass
409,Coho,1970,NA,NA,Nass
409,Coho,1971,NA,NA,Nass
409,Coho,1972,NA,NA,Nass
409,Coho,1973,NA,NA,Nass
409,Coho,1974,NA,NA,Nass
409,Coho,1975,NA,NA,Nass
409,Coho,1976,NA,NA,Nass
409,Coho,1977,NA,NA,Nass
409,Coho,1978,NA,NA,Nass
409,Coho,1979,NA,NA,Nass
409,Coho,1980,NA,NA,Nass
409,Coho,1981,NA,NA,Nass
409,Coho,1982,NA,NA,Nass
409,Coho,1983,NA,NA,Nass
409,Coho,1984,NA,NA,Nass
409,Coho,1985,NA,NA,Nass
409,Coho,1986,NA,NA,Nass
409,Coho,1987,NA,NA,Nass
409,Coho,1988,NA,NA,Nass
409,Coho,1989,NA,NA,Nass
409,Coho,1990,NA,NA,Nass
409,Coho,1991,NA,NA,Nass
409,Coho,1992,63409,177225,Nass
409,Coho,1993,18947,52028,Nass
409,Coho,1994,143026,524528,Nass
409,Coho,1995,22219,71008,Nass
409,Coho,1996,43642,114124,Nass
409,Coho,1997,12420,27472,Nass
409,Coho,1998,37565,71819,Nass
409,Coho,1999,56988,114403,Nass
409,Coho,2000,71137,151500,Nass
409,Coho,2001,79726,171616,Nass
409,Coho,2002,161262,207817,Nass
409,Coho,2003,67564,124915,Nass
409,Coho,2004,45955,103249,Nass
409,Coho,2005,87153,204125,Nass
409,Coho,2006,48137,91941,Nass
409,Coho,2007,48987,97235,Nass
409,Coho,2008,84105,141094,Nass
409,Coho,2009,188903,290369,Nass
409,Coho,2010,83786,156151,Nass
409,Coho,2011,72864,155562,Nass
409,Coho,2012,62326,138310,Nass
409,Coho,2013,117263,290062,Nass
409,Coho,2014,117657,224145,Nass
409,Coho,2015,41725,185720,Nass
409,Coho,2016,133562,370058,Nass
409,Coho,2017,109481,213019,Nass
409,Coho,2018,57903,118431,Nass
409,Coho,2019,92666,152680,Nass
409,Coho,2020,53144,127550,Nass
409,Coho,2021,103333,213919,Nass
409,Coho,2022,129357,226871,Nass
410,Coho,1950,NA,NA,Nass
410,Coho,1951,NA,NA,Nass
410,Coho,1952,NA,NA,Nass
410,Coho,1953,NA,NA,Nass
410,Coho,1954,NA,NA,Nass
410,Coho,1955,NA,NA,Nass
410,Coho,1956,NA,NA,Nass
410,Coho,1957,NA,NA,Nass
410,Coho,1958,NA,NA,Nass
410,Coho,1959,NA,NA,Nass
410,Coho,1960,NA,NA,Nass
410,Coho,1961,NA,NA,Nass
410,Coho,1962,NA,NA,Nass
410,Coho,1963,NA,NA,Nass
410,Coho,1964,NA,NA,Nass
410,Coho,1965,NA,NA,Nass
410,Coho,1966,NA,NA,Nass
410,Coho,1967,NA,NA,Nass
410,Coho,1968,NA,NA,Nass
410,Coho,1969,NA,NA,Nass
410,Coho,1970,NA,NA,Nass
410,Coho,1971,NA,NA,Nass
410,Coho,1972,NA,NA,Nass
410,Coho,1973,NA,NA,Nass
410,Coho,1974,NA,NA,Nass
410,Coho,1975,NA,NA,Nass
410,Coho,1976,NA,NA,Nass
410,Coho,1977,NA,NA,Nass
410,Coho,1978,NA,NA,Nass
410,Coho,1979,NA,NA,Nass
410,Coho,1980,NA,NA,Nass
410,Coho,1981,NA,NA,Nass
410,Coho,1982,NA,NA,Nass
410,Coho,1983,NA,NA,Nass
410,Coho,1984,NA,NA,Nass
410,Coho,1985,NA,NA,Nass
410,Coho,1986,NA,NA,Nass
410,Coho,1987,NA,NA,Nass
410,Coho,1988,NA,NA,Nass
410,Coho,1989,NA,NA,Nass
410,Coho,1990,NA,NA,Nass
410,Coho,1991,NA,NA,Nass
410,Coho,1992,27248,74026,Nass
410,Coho,1993,11954,32388,Nass
410,Coho,1994,33719,122087,Nass
410,Coho,1995,13949,43362,Nass
410,Coho,1996,23205,59274,Nass
410,Coho,1997,9342,20420,Nass
410,Coho,1998,20833,38579,Nass
410,Coho,1999,29601,58626,Nass
410,Coho,2000,29115,60805,Nass
410,Coho,2001,47639,95476,Nass
410,Coho,2002,63016,78755,Nass
410,Coho,2003,23508,39493,Nass
410,Coho,2004,30501,57284,Nass
410,Coho,2005,40488,86880,Nass
410,Coho,2006,31394,55452,Nass
410,Coho,2007,41205,76695,Nass
410,Coho,2008,12526,20424,Nass
410,Coho,2009,43342,63533,Nass
410,Coho,2010,29250,51067,Nass
410,Coho,2011,19744,41055,Nass
410,Coho,2012,26389,53363,Nass
410,Coho,2013,70938,166868,Nass
410,Coho,2014,24774,45645,Nass
410,Coho,2015,8139,31932,Nass
410,Coho,2016,25971,68981,Nass
410,Coho,2017,9265,17032,Nass
410,Coho,2018,6147,12076,Nass
410,Coho,2019,26954,43503,Nass
410,Coho,2020,27179,64239,Nass
410,Coho,2021,48863,99744,Nass
410,Coho,2022,52839,91670,Nass
412,Pink (Even),1950,NA,NA,Nass
412,Pink (Even),1951,NA,NA,Nass
412,Pink (Even),1952,NA,NA,Nass
412,Pink (Even),1953,NA,NA,Nass
412,Pink (Even),1954,NA,NA,Nass
412,Pink (Even),1955,NA,NA,Nass
412,Pink (Even),1956,NA,NA,Nass
412,Pink (Even),1957,NA,NA,Nass
412,Pink (Even),1958,NA,NA,Nass
412,Pink (Even),1959,NA,NA,Nass
412,Pink (Even),1960,NA,NA,Nass
412,Pink (Even),1961,NA,NA,Nass
412,Pink (Even),1962,NA,NA,Nass
412,Pink (Even),1963,NA,NA,Nass
412,Pink (Even),1964,NA,NA,Nass
412,Pink (Even),1965,NA,NA,Nass
412,Pink (Even),1966,NA,NA,Nass
412,Pink (Even),1967,NA,NA,Nass
412,Pink (Even),1968,NA,NA,Nass
412,Pink (Even),1969,NA,NA,Nass
412,Pink (Even),1970,NA,NA,Nass
412,Pink (Even),1971,NA,NA,Nass
412,Pink (Even),1972,NA,NA,Nass
412,Pink (Even),1973,NA,NA,Nass
412,Pink (Even),1974,NA,NA,Nass
412,Pink (Even),1975,NA,NA,Nass
412,Pink (Even),1976,NA,NA,Nass
412,Pink (Even),1977,NA,NA,Nass
412,Pink (Even),1978,NA,NA,Nass
412,Pink (Even),1979,NA,NA,Nass
412,Pink (Even),1980,NA,NA,Nass
412,Pink (Even),1981,NA,NA,Nass
412,Pink (Even),1982,NA,NA,Nass
412,Pink (Even),1983,NA,NA,Nass
412,Pink (Even),1984,NA,NA,Nass
412,Pink (Even),1985,NA,NA,Nass
412,Pink (Even),1986,NA,NA,Nass
412,Pink (Even),1987,NA,NA,Nass
412,Pink (Even),1988,NA,NA,Nass
412,Pink (Even),1989,NA,NA,Nass
412,Pink (Even),1990,NA,NA,Nass
412,Pink (Even),1991,NA,NA,Nass
412,Pink (Even),1992,NA,NA,Nass
412,Pink (Even),1993,NA,NA,Nass
412,Pink (Even),1994,NA,NA,Nass
412,Pink (Even),1995,NA,NA,Nass
412,Pink (Even),1996,NA,NA,Nass
412,Pink (Even),1997,NA,NA,Nass
